instances/test_1.txt,41,0.048001
instances/test_10.txt,19,0.000925
instances/test_11.txt,35,0.001241
instances/test_12.txt,36,0.001981
instances/test_13.txt,36,0.002852
instances/test_14.txt,24,0.000426
instances/test_15.txt,50,0.007166
instances/test_16.txt,51,0.01697
instances/test_17.txt,39,0.000369
instances/test_18.txt,32,0.001922
instances/test_19.txt,47,0.003025
instances/test_2.txt,18,0.000225
instances/test_20.txt,28,0.000634
instances/test_21.txt,46,0.002437
instances/test_22.txt,51,0.00666
instances/test_23.txt,32,0.000658
instances/test_24.txt,47,0.005199
instances/test_25.txt,40,0.002395
instances/test_26.txt,42,0.001738
instances/test_27.txt,40,0.002033
instances/test_28.txt,41,0.003087
instances/test_29.txt,48,0.007993
instances/test_3.txt,28,0.00031
instances/test_30.txt,43,0.141209
instances/test_31.txt,39,0.002409
instances/test_32.txt,30,0.003231
instances/test_33.txt,28,0.004051
instances/test_34.txt,33,0.00125
instances/test_35.txt,30,0.001411
instances/test_36.txt,23,0.000639
instances/test_37.txt,38,0.015197
instances/test_38.txt,28,0.0002
instances/test_39.txt,35,0.000745
instances/test_4.txt,32,0.004565
instances/test_40.txt,24,0.000514
instances/test_41.txt,45,0.174187
instances/test_42.txt,57,0.131964
instances/test_43.txt,43,0.004812
instances/test_44.txt,33,0.002553
instances/test_45.txt,24,0.000497
instances/test_46.txt,57,0.013048
instances/test_47.txt,65,125.991149
instances/test_48.txt,36,0.001368
instances/test_49.txt,42,0.001911
instances/test_5.txt,26,0.001222
instances/test_50.txt,48,0.012785
instances/test_6.txt,24,0.000561
instances/test_7.txt,34,0.000503
instances/test_8.txt,38,0.094245
instances/test_9.txt,24,0.000201
